"LOCATION","Country","SUBJECT","Subject","SEX","Sex","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","YP99TLL1_ST","Population (hist5) All ages","MA","Males","A","Annual","2011","2011","PER","Persons","0","Units",,,30665420,,
"GBR","United Kingdom","YP99TLL1_ST","Population (hist5) All ages","MA","Males","A","Annual","2012","2012","PER","Persons","0","Units",,,30887010,,
"NLD","Netherlands","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,15925510,,
"NLD","Netherlands","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,16046180,,
"NLD","Netherlands","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,16148930,,
"NLD","Netherlands","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2003","2003","PER","Persons","0","Units",,,16225300,,
"NLD","Netherlands","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2004","2004","PER","Persons","0","Units",,,16281780,,
"NLD","Netherlands","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2005","2005","PER","Persons","0","Units",,,16319870,,
"NLD","Netherlands","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2006","2006","PER","Persons","0","Units",,,16346100,,
"NLD","Netherlands","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2007","2007","PER","Persons","0","Units",,,16381700,,
"NLD","Netherlands","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2008","2008","PER","Persons","0","Units",,,16445590,,
"NLD","Netherlands","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2009","2009","PER","Persons","0","Units",,,16530390,,
"NLD","Netherlands","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2010","2010","PER","Persons","0","Units",,,16615390,,
"NLD","Netherlands","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2011","2011","PER","Persons","0","Units",,,16693070,,
"NLD","Netherlands","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2012","2012","PER","Persons","0","Units",,,16754960,,
"LUX","Luxembourg","YP99TLL1_ST","Population (hist5) All ages","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,221342,,
"LUX","Luxembourg","YP99TLL1_ST","Population (hist5) All ages","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,223963,,
"LUX","Luxembourg","YP99TLL1_ST","Population (hist5) All ages","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,226258,,
"LUX","Luxembourg","YP99TLL1_ST","Population (hist5) All ages","FE","Females","A","Annual","2003","2003","PER","Persons","0","Units",,,228771,,
"LUX","Luxembourg","YP99TLL1_ST","Population (hist5) All ages","FE","Females","A","Annual","2004","2004","PER","Persons","0","Units",,,231663,,
"LUX","Luxembourg","YP99TLL1_ST","Population (hist5) All ages","FE","Females","A","Annual","2005","2005","PER","Persons","0","Units",,,235030,,
"LUX","Luxembourg","YP99TLL1_ST","Population (hist5) All ages","FE","Females","A","Annual","2006","2006","PER","Persons","0","Units",,,238690,,
"LUX","Luxembourg","YP99TLL1_ST","Population (hist5) All ages","FE","Females","A","Annual","2007","2007","PER","Persons","0","Units",,,242293,,
"LUX","Luxembourg","YP99TLL1_ST","Population (hist5) All ages","FE","Females","A","Annual","2008","2008","PER","Persons","0","Units",,,246428,,
"LUX","Luxembourg","YP99TLL1_ST","Population (hist5) All ages","FE","Females","A","Annual","2009","2009","PER","Persons","0","Units",,,250662,,
"LUX","Luxembourg","YP99TLL1_ST","Population (hist5) All ages","FE","Females","A","Annual","2010","2010","PER","Persons","0","Units",,,254940,,
"LUX","Luxembourg","YP99TLL1_ST","Population (hist5) All ages","FE","Females","A","Annual","2011","2011","PER","Persons","0","Units",,,260127,,
"LUX","Luxembourg","YP99TLL1_ST","Population (hist5) All ages","FE","Females","A","Annual","2012","2012","PER","Persons","0","Units",,,265830,"B","Break"
"DEU","Germany","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,82211500,,
"DEU","Germany","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,82349930,,
"DEU","Germany","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,82488500,,
"DEU","Germany","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2003","2003","PER","Persons","0","Units",,,82534180,,
"DEU","Germany","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2004","2004","PER","Persons","0","Units",,,82516260,,
"DEU","Germany","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2005","2005","PER","Persons","0","Units",,,82469420,,
"DEU","Germany","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2006","2006","PER","Persons","0","Units",,,82376450,,
"DEU","Germany","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2007","2007","PER","Persons","0","Units",,,82266370,,
"DEU","Germany","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2008","2008","PER","Persons","0","Units",,,82110100,,
"DEU","Germany","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2009","2009","PER","Persons","0","Units",,,81902300,,
"DEU","Germany","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2010","2010","PER","Persons","0","Units",,,81776930,,
"DEU","Germany","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2011","2011","PER","Persons","0","Units",,,81039750,,
"DEU","Germany","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2012","2012","PER","Persons","0","Units",,,80425820,,
