"LOCATION","Country","SUBJECT","Subject","SEX","Sex","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","YP9909L1_ST","Population (hist5)  40-44","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,184278,,
"DNK","Denmark","YP9909L1_ST","Population (hist5)  40-44","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,185494,,
"DNK","Denmark","YP9909L1_ST","Population (hist5)  40-44","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,187137,,
"AUT","Austria","YP9915L1_ST","Population (hist5)  70-74","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,328441,,
"AUT","Austria","YP9915L1_ST","Population (hist5)  70-74","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,326785,,
"AUT","Austria","YP9915L1_ST","Population (hist5)  70-74","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,325042,,
"AUT","Austria","YP9908L1_ST","Population (hist5)  35-39","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,355503,,
"AUT","Austria","YP9908L1_ST","Population (hist5)  35-39","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,359082,,
"AUT","Austria","YP9908L1_ST","Population (hist5)  35-39","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,360396,,
"DNK","Denmark","YP9912L1_ST","Population (hist5)  55-59","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,172166.5,,
"DNK","Denmark","YP9912L1_ST","Population (hist5)  55-59","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,182762,,
"DNK","Denmark","YP9912L1_ST","Population (hist5)  55-59","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,191348.5,,
"AUT","Austria","YP9904L1_ST","Population (hist5)  15-19","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,237335,,
"AUT","Austria","YP9904L1_ST","Population (hist5)  15-19","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,236261,,
"AUT","Austria","YP9904L1_ST","Population (hist5)  15-19","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,234596,,
"DNK","Denmark","YP9905L1_ST","Population (hist5)  20-24","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,168776,,
"DNK","Denmark","YP9905L1_ST","Population (hist5)  20-24","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,162396.5,,
"DNK","Denmark","YP9905L1_ST","Population (hist5)  20-24","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,157525,,
"AUT","Austria","YP9914L1_ST","Population (hist5)  65-69","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,155712,,
"AUT","Austria","YP9914L1_ST","Population (hist5)  65-69","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,152774,,
"AUT","Austria","YP9914L1_ST","Population (hist5)  65-69","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,150930,,
"DNK","Denmark","YP9915L1_ST","Population (hist5)  70-74","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,106220,,
"DNK","Denmark","YP9915L1_ST","Population (hist5)  70-74","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,104859.5,,
"DNK","Denmark","YP9915L1_ST","Population (hist5)  70-74","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,104039,,
"AUT","Austria","YP9901L1_ST","Population (hist5)  00-04","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,419493,,
"AUT","Austria","YP9901L1_ST","Population (hist5)  00-04","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,407732,,
"AUT","Austria","YP9901L1_ST","Population (hist5)  00-04","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,398959,,
"DNK","Denmark","YP9909L1_ST","Population (hist5)  40-44","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,374915,,
"DNK","Denmark","YP9909L1_ST","Population (hist5)  40-44","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,377177.5,,
"DNK","Denmark","YP9909L1_ST","Population (hist5)  40-44","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,380317,,
"AUT","Austria","YP9911L1_ST","Population (hist5)  50-54","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,244807,,
"AUT","Austria","YP9911L1_ST","Population (hist5)  50-54","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,252779,,
"AUT","Austria","YP9911L1_ST","Population (hist5)  50-54","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,252158,,
"DNK","Denmark","YP9920L1_ST","Population (hist5)  85+","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,69898,,
"DNK","Denmark","YP9920L1_ST","Population (hist5)  85+","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,70284.5,,
"DNK","Denmark","YP9920L1_ST","Population (hist5)  85+","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,70284.5,,
"DNK","Denmark","YP9906L1_ST","Population (hist5)  25-29","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,384125,,
"DNK","Denmark","YP9906L1_ST","Population (hist5)  25-29","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,381043,,
"DNK","Denmark","YP9906L1_ST","Population (hist5)  25-29","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,371266.5,,
"DNK","Denmark","YP99TLL1_ST","Population (hist5) All ages","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,2639221,,
"DNK","Denmark","YP99TLL1_ST","Population (hist5) All ages","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,2649233,,
"DNK","Denmark","YP99TLL1_ST","Population (hist5) All ages","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,2658285,,
"AUT","Austria","YP9910L1_ST","Population (hist5)  45-49","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,256930,,
"AUT","Austria","YP9910L1_ST","Population (hist5)  45-49","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,264483,,
"AUT","Austria","YP9910L1_ST","Population (hist5)  45-49","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,273824,,
"AUT","Austria","YP9907L1_ST","Population (hist5)  30-34","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,337377,,
"AUT","Austria","YP9907L1_ST","Population (hist5)  30-34","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,330576,,
"AUT","Austria","YP9907L1_ST","Population (hist5)  30-34","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,323137,,
"DNK","Denmark","YP9902L1_ST","Population (hist5)  05-09","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,176910,,
"DNK","Denmark","YP9902L1_ST","Population (hist5)  05-09","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,179408.5,,
"DNK","Denmark","YP9902L1_ST","Population (hist5)  05-09","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,180112.5,,
"AUT","Austria","YP9917L1_ST","Population (hist5)  80-84","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,40432,,
"AUT","Austria","YP9917L1_ST","Population (hist5)  80-84","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,46572,,
"AUT","Austria","YP9917L1_ST","Population (hist5)  80-84","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,53615,,
"DNK","Denmark","YP9903L1_ST","Population (hist5)  10-14","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,303815.5,,
"DNK","Denmark","YP9903L1_ST","Population (hist5)  10-14","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,313661.5,,
"DNK","Denmark","YP9903L1_ST","Population (hist5)  10-14","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,324345.5,,
"AUT","Austria","YP9920L1_ST","Population (hist5)  85+","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,144625,,
"AUT","Austria","YP9920L1_ST","Population (hist5)  85+","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,140713,,
"AUT","Austria","YP9920L1_ST","Population (hist5)  85+","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,134087,,
"DNK","Denmark","YP9912L1_ST","Population (hist5)  55-59","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,345865.5,,
"DNK","Denmark","YP9912L1_ST","Population (hist5)  55-59","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,367910.5,,
"DNK","Denmark","YP9912L1_ST","Population (hist5)  55-59","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,385382,,
"DNK","Denmark","YP9907L1_ST","Population (hist5)  30-34","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,199534.5,,
"DNK","Denmark","YP9907L1_ST","Population (hist5)  30-34","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,194277.5,,
"DNK","Denmark","YP9907L1_ST","Population (hist5)  30-34","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,190967.5,,
"AUT","Austria","YP9910L1_ST","Population (hist5)  45-49","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,255821,,
"AUT","Austria","YP9910L1_ST","Population (hist5)  45-49","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,263093,,
"AUT","Austria","YP9910L1_ST","Population (hist5)  45-49","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,273073,,
"AUT","Austria","YP9917L1_ST","Population (hist5)  80-84","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,134140,,
"AUT","Austria","YP9917L1_ST","Population (hist5)  80-84","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,154243,,
"AUT","Austria","YP9917L1_ST","Population (hist5)  80-84","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,177541,,
"DNK","Denmark","YP9908L1_ST","Population (hist5)  35-39","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,208576,,
"DNK","Denmark","YP9908L1_ST","Population (hist5)  35-39","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,214291,,
"DNK","Denmark","YP9908L1_ST","Population (hist5)  35-39","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,218495,,
"AUT","Austria","YP9909L1_ST","Population (hist5)  40-44","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,301823,,
"AUT","Austria","YP9909L1_ST","Population (hist5)  40-44","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,310637,,
"AUT","Austria","YP9909L1_ST","Population (hist5)  40-44","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,319649,,
"AUT","Austria","YP9906L1_ST","Population (hist5)  25-29","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,280104,,
"AUT","Austria","YP9906L1_ST","Population (hist5)  25-29","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,269964,,
"AUT","Austria","YP9906L1_ST","Population (hist5)  25-29","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,260740,,
"DNK","Denmark","YP9901L1_ST","Population (hist5)  00-04","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,165065,,
"DNK","Denmark","YP9901L1_ST","Population (hist5)  00-04","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,164025.5,,
"DNK","Denmark","YP9901L1_ST","Population (hist5)  00-04","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,162863,,
"DNK","Denmark","YP9911L1_ST","Population (hist5)  50-54","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,199945.5,,
"DNK","Denmark","YP9911L1_ST","Population (hist5)  50-54","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,193315.5,,
"DNK","Denmark","YP9911L1_ST","Population (hist5)  50-54","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,186645,,
"DNK","Denmark","YP9920L1_ST","Population (hist5)  85+","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,98052,,
"DNK","Denmark","YP9920L1_ST","Population (hist5)  85+","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,98730,,
"DNK","Denmark","YP9920L1_ST","Population (hist5)  85+","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,98889.5,,
"AUT","Austria","YP9903L1_ST","Population (hist5)  10-14","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,229440,,
"AUT","Austria","YP9903L1_ST","Population (hist5)  10-14","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,231856,,
"AUT","Austria","YP9903L1_ST","Population (hist5)  10-14","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,234597,,
"DNK","Denmark","YP9904L1_ST","Population (hist5)  15-19","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,137343,,
"DNK","Denmark","YP9904L1_ST","Population (hist5)  15-19","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,137470,,
"DNK","Denmark","YP9904L1_ST","Population (hist5)  15-19","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,139104,,
"AUT","Austria","YP9913L1_ST","Population (hist5)  60-64","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,199656,,
"AUT","Austria","YP9913L1_ST","Population (hist5)  60-64","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,220173,,
"AUT","Austria","YP9913L1_ST","Population (hist5)  60-64","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,234516,,
"DNK","Denmark","YP9915L1_ST","Population (hist5)  70-74","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,193931,,
"DNK","Denmark","YP9915L1_ST","Population (hist5)  70-74","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,192247.5,,
"DNK","Denmark","YP9915L1_ST","Population (hist5)  70-74","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,191234.5,,
"AUT","Austria","YP9914L1_ST","Population (hist5)  65-69","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,339696,,
"AUT","Austria","YP9914L1_ST","Population (hist5)  65-69","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,332367,,
"AUT","Austria","YP9914L1_ST","Population (hist5)  65-69","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,326860,,
"AUT","Austria","YP9912L1_ST","Population (hist5)  55-59","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,249266,,
"AUT","Austria","YP9912L1_ST","Population (hist5)  55-59","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,232745,,
"AUT","Austria","YP9912L1_ST","Population (hist5)  55-59","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,229954,,
"DNK","Denmark","YP9917L1_ST","Population (hist5)  80-84","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,41687,,
"DNK","Denmark","YP9917L1_ST","Population (hist5)  80-84","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,42946.5,,
"DNK","Denmark","YP9917L1_ST","Population (hist5)  80-84","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,43636,,
"DNK","Denmark","YP9904L1_ST","Population (hist5)  15-19","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,280140,,
"DNK","Denmark","YP9904L1_ST","Population (hist5)  15-19","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,280749.5,,
"DNK","Denmark","YP9904L1_ST","Population (hist5)  15-19","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,284659,,
"DNK","Denmark","YP9910L1_ST","Population (hist5)  45-49","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,181214,,
"DNK","Denmark","YP9910L1_ST","Population (hist5)  45-49","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,181591.5,,
"DNK","Denmark","YP9910L1_ST","Population (hist5)  45-49","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,182397.5,,
"AUT","Austria","YP99TLL1_ST","Population (hist5) All ages","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,3874717,,
"AUT","Austria","YP99TLL1_ST","Population (hist5) All ages","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,3893919,,
"AUT","Austria","YP99TLL1_ST","Population (hist5) All ages","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,3918940,,
"DNK","Denmark","YP9901L1_ST","Population (hist5)  00-04","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,339015,,
"DNK","Denmark","YP9901L1_ST","Population (hist5)  00-04","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,336472,,
"DNK","Denmark","YP9901L1_ST","Population (hist5)  00-04","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,333781.5,,
"AUT","Austria","YP9916L1_ST","Population (hist5)  75-79","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,95892,,
"AUT","Austria","YP9916L1_ST","Population (hist5)  75-79","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,98071,,
"AUT","Austria","YP9916L1_ST","Population (hist5)  75-79","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,100239,,
"DNK","Denmark","YP9913L1_ST","Population (hist5)  60-64","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,134161,,
"DNK","Denmark","YP9913L1_ST","Population (hist5)  60-64","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,137232.5,,
"DNK","Denmark","YP9913L1_ST","Population (hist5)  60-64","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,141416,,
"AUT","Austria","YP9902L1_ST","Population (hist5)  05-09","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,243477,,
"AUT","Austria","YP9902L1_ST","Population (hist5)  05-09","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,240363,,
"AUT","Austria","YP9902L1_ST","Population (hist5)  05-09","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,236633,,
"DNK","Denmark","YP9914L1_ST","Population (hist5)  65-69","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,103904,,
"DNK","Denmark","YP9914L1_ST","Population (hist5)  65-69","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,105585,,
"DNK","Denmark","YP9914L1_ST","Population (hist5)  65-69","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,108112,,
"AUT","Austria","YP9903L1_ST","Population (hist5)  10-14","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,470760,,
"AUT","Austria","YP9903L1_ST","Population (hist5)  10-14","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,475517,,
"AUT","Austria","YP9903L1_ST","Population (hist5)  10-14","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,481696,,
"AUT","Austria","YP9915L1_ST","Population (hist5)  70-74","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,191072,,
"AUT","Austria","YP9915L1_ST","Population (hist5)  70-74","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,186522,,
"AUT","Austria","YP9915L1_ST","Population (hist5)  70-74","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,183409,,
"AUT","Austria","YP9906L1_ST","Population (hist5)  25-29","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,557576,,
"AUT","Austria","YP9906L1_ST","Population (hist5)  25-29","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,537640,,
"AUT","Austria","YP9906L1_ST","Population (hist5)  25-29","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,520779,,
