"LOCATION","Country","SUBJECT","Subject","SEX","Sex","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","YP99TLL1_ST","Population (hist5) All ages","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,2717646,,
"DNK","Denmark","YP9902L1_ST","Population (hist5)  05-09","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,168018,,
"DNK","Denmark","YP9902L1_ST","Population (hist5)  05-09","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,170244,,
"DNK","Denmark","YP9902L1_ST","Population (hist5)  05-09","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,170885,,
"AUT","Austria","YP9915L1_ST","Population (hist5)  70-74","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,137369,,
"AUT","Austria","YP9915L1_ST","Population (hist5)  70-74","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,140262,,
"AUT","Austria","YP9915L1_ST","Population (hist5)  70-74","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,141633,,
"DNK","Denmark","YP9913L1_ST","Population (hist5)  60-64","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,263672.5,,
"DNK","Denmark","YP9913L1_ST","Population (hist5)  60-64","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,270420,,
"DNK","Denmark","YP9913L1_ST","Population (hist5)  60-64","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,279630.5,,
"DNK","Denmark","YP9910L1_ST","Population (hist5)  45-49","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,366509.5,,
"DNK","Denmark","YP9910L1_ST","Population (hist5)  45-49","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,367440.5,,
"DNK","Denmark","YP9910L1_ST","Population (hist5)  45-49","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,369120.5,,
"AUT","Austria","YP9914L1_ST","Population (hist5)  65-69","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,183984,,
"AUT","Austria","YP9914L1_ST","Population (hist5)  65-69","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,179593,,
"AUT","Austria","YP9914L1_ST","Population (hist5)  65-69","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,175930,,
"DNK","Denmark","YP9903L1_ST","Population (hist5)  10-14","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,155969,,
"DNK","Denmark","YP9903L1_ST","Population (hist5)  10-14","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,161123.5,,
"DNK","Denmark","YP9903L1_ST","Population (hist5)  10-14","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,166599.5,,
"AUT","Austria","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,8011566,,
"AUT","Austria","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,8042293,,
"AUT","Austria","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,8082121,,
"AUT","Austria","YP9911L1_ST","Population (hist5)  50-54","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,247518,,
"AUT","Austria","YP9911L1_ST","Population (hist5)  50-54","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,255362,,
"AUT","Austria","YP9911L1_ST","Population (hist5)  50-54","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,255300,,
"DNK","Denmark","YP9907L1_ST","Population (hist5)  30-34","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,408227.5,,
"DNK","Denmark","YP9907L1_ST","Population (hist5)  30-34","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,396577,,
"DNK","Denmark","YP9907L1_ST","Population (hist5)  30-34","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,388697,,
"DNK","Denmark","YP9906L1_ST","Population (hist5)  25-29","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,194252,,
"DNK","Denmark","YP9906L1_ST","Population (hist5)  25-29","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,192272,,
"DNK","Denmark","YP9906L1_ST","Population (hist5)  25-29","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,187020,,
"DNK","Denmark","YP9916L1_ST","Population (hist5)  75-79","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,98010.5,,
"DNK","Denmark","YP9916L1_ST","Population (hist5)  75-79","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,95839.5,,
"DNK","Denmark","YP9916L1_ST","Population (hist5)  75-79","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,94122,,
"DNK","Denmark","YP9909L1_ST","Population (hist5)  40-44","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,190637,,
"DNK","Denmark","YP9909L1_ST","Population (hist5)  40-44","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,191683.5,,
"DNK","Denmark","YP9909L1_ST","Population (hist5)  40-44","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,193180,,
"DNK","Denmark","YP9916L1_ST","Population (hist5)  75-79","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,166763.5,,
"DNK","Denmark","YP9916L1_ST","Population (hist5)  75-79","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,164006,,
"DNK","Denmark","YP9916L1_ST","Population (hist5)  75-79","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,162107,,
"AUT","Austria","YP9904L1_ST","Population (hist5)  15-19","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,247915,,
"AUT","Austria","YP9904L1_ST","Population (hist5)  15-19","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,247211,,
"AUT","Austria","YP9904L1_ST","Population (hist5)  15-19","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,246008,,
"AUT","Austria","YP9917L1_ST","Population (hist5)  80-84","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,93707,,
"AUT","Austria","YP9917L1_ST","Population (hist5)  80-84","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,107671,,
"AUT","Austria","YP9917L1_ST","Population (hist5)  80-84","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,123926,,
"DNK","Denmark","YP9912L1_ST","Population (hist5)  55-59","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,173699,,
"DNK","Denmark","YP9912L1_ST","Population (hist5)  55-59","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,185148.5,,
"DNK","Denmark","YP9912L1_ST","Population (hist5)  55-59","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,194033.5,,
"AUT","Austria","YP9908L1_ST","Population (hist5)  35-39","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,698642,,
"AUT","Austria","YP9908L1_ST","Population (hist5)  35-39","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,706250,,
"AUT","Austria","YP9908L1_ST","Population (hist5)  35-39","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,709276,,
"AUT","Austria","YP9907L1_ST","Population (hist5)  30-34","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,345502,,
"AUT","Austria","YP9907L1_ST","Population (hist5)  30-34","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,336388,,
"AUT","Austria","YP9907L1_ST","Population (hist5)  30-34","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,326732,,
"DNK","Denmark","YP9915L1_ST","Population (hist5)  70-74","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,87711,,
"DNK","Denmark","YP9915L1_ST","Population (hist5)  70-74","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,87388,,
"DNK","Denmark","YP9915L1_ST","Population (hist5)  70-74","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,87195.5,,
"AUT","Austria","YP9911L1_ST","Population (hist5)  50-54","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,492326,,
"AUT","Austria","YP9911L1_ST","Population (hist5)  50-54","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,508141,,
"AUT","Austria","YP9911L1_ST","Population (hist5)  50-54","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,507458,,
"DNK","Denmark","YP9905L1_ST","Population (hist5)  20-24","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,164292,,
"DNK","Denmark","YP9905L1_ST","Population (hist5)  20-24","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,158761,,
"DNK","Denmark","YP9905L1_ST","Population (hist5)  20-24","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,154652.5,,
"DNK","Denmark","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,5339616,,
"DNK","Denmark","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,5358783,,
"DNK","Denmark","YP99TLL1_ST","Population (hist5) All ages","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,5375931,,
"DNK","Denmark","YP9908L1_ST","Population (hist5)  35-39","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,199688,,
"DNK","Denmark","YP9908L1_ST","Population (hist5)  35-39","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,205328.5,,
"DNK","Denmark","YP9908L1_ST","Population (hist5)  35-39","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,209661.5,,
"AUT","Austria","YP9901L1_ST","Population (hist5)  00-04","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,214827,,
"AUT","Austria","YP9901L1_ST","Population (hist5)  00-04","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,209021,,
"AUT","Austria","YP9901L1_ST","Population (hist5)  00-04","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,204748,,
"AUT","Austria","YP9916L1_ST","Population (hist5)  75-79","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,193046,,
"AUT","Austria","YP9916L1_ST","Population (hist5)  75-79","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,191437,,
"AUT","Austria","YP9916L1_ST","Population (hist5)  75-79","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,186064,,
"DNK","Denmark","YP9901L1_ST","Population (hist5)  00-04","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,173950,,
"DNK","Denmark","YP9901L1_ST","Population (hist5)  00-04","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,172446.5,,
"DNK","Denmark","YP9901L1_ST","Population (hist5)  00-04","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,170918.5,,
"DNK","Denmark","YP9911L1_ST","Population (hist5)  50-54","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,195952,,
"DNK","Denmark","YP9911L1_ST","Population (hist5)  50-54","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,190322.5,,
"DNK","Denmark","YP9911L1_ST","Population (hist5)  50-54","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,184287,,
"DNK","Denmark","YP9905L1_ST","Population (hist5)  20-24","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,333068,,
"DNK","Denmark","YP9905L1_ST","Population (hist5)  20-24","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,321157.5,,
"DNK","Denmark","YP9905L1_ST","Population (hist5)  20-24","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,312177.5,,
"AUT","Austria","YP9913L1_ST","Population (hist5)  60-64","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,215902,,
"AUT","Austria","YP9913L1_ST","Population (hist5)  60-64","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,236976,,
"AUT","Austria","YP9913L1_ST","Population (hist5)  60-64","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,252139,,
"DNK","Denmark","YP9914L1_ST","Population (hist5)  65-69","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,115339,,
"DNK","Denmark","YP9914L1_ST","Population (hist5)  65-69","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,116317.5,,
"DNK","Denmark","YP9914L1_ST","Population (hist5)  65-69","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,118228.5,,
"AUT","Austria","YP9903L1_ST","Population (hist5)  10-14","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,241320,,
"AUT","Austria","YP9903L1_ST","Population (hist5)  10-14","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,243660,,
"AUT","Austria","YP9903L1_ST","Population (hist5)  10-14","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,247099,,
"AUT","Austria","YP9904L1_ST","Population (hist5)  15-19","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,485250,,
"AUT","Austria","YP9904L1_ST","Population (hist5)  15-19","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,483472,,
"AUT","Austria","YP9904L1_ST","Population (hist5)  15-19","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,480604,,
"AUT","Austria","YP9907L1_ST","Population (hist5)  30-34","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,682880,,
"AUT","Austria","YP9907L1_ST","Population (hist5)  30-34","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,666964,,
"AUT","Austria","YP9907L1_ST","Population (hist5)  30-34","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,649869,,
"DNK","Denmark","YP9917L1_ST","Population (hist5)  80-84","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,71496.5,,
"DNK","Denmark","YP9917L1_ST","Population (hist5)  80-84","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,73431.5,,
"DNK","Denmark","YP9917L1_ST","Population (hist5)  80-84","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,74260,,
"DNK","Denmark","YP9902L1_ST","Population (hist5)  05-09","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,344928,,
"DNK","Denmark","YP9902L1_ST","Population (hist5)  05-09","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,349652.5,,
"DNK","Denmark","YP9902L1_ST","Population (hist5)  05-09","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,350997.5,,
"AUT","Austria","YP99TLL1_ST","Population (hist5) All ages","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,4136848,,
"AUT","Austria","YP99TLL1_ST","Population (hist5) All ages","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,4148374,,
"AUT","Austria","YP99TLL1_ST","Population (hist5) All ages","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,4163181,,
"DNK","Denmark","YP9920L1_ST","Population (hist5)  85+","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,28154,,
"DNK","Denmark","YP9920L1_ST","Population (hist5)  85+","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,28445.5,,
"DNK","Denmark","YP9920L1_ST","Population (hist5)  85+","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,28605,,
"AUT","Austria","YP9910L1_ST","Population (hist5)  45-49","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,512751,,
"AUT","Austria","YP9910L1_ST","Population (hist5)  45-49","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,527577,,
"AUT","Austria","YP9910L1_ST","Population (hist5)  45-49","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,546897,,
"DNK","Denmark","YP9908L1_ST","Population (hist5)  35-39","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,408264,,
"DNK","Denmark","YP9908L1_ST","Population (hist5)  35-39","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,419619.5,,
"DNK","Denmark","YP9908L1_ST","Population (hist5)  35-39","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,428156.5,,
"DNK","Denmark","YP9903L1_ST","Population (hist5)  10-14","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,147846.5,,
"DNK","Denmark","YP9903L1_ST","Population (hist5)  10-14","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,152538,,
"DNK","Denmark","YP9903L1_ST","Population (hist5)  10-14","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,157746,,
"AUT","Austria","YP9913L1_ST","Population (hist5)  60-64","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,415558,,
"AUT","Austria","YP9913L1_ST","Population (hist5)  60-64","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,457149,,
"AUT","Austria","YP9913L1_ST","Population (hist5)  60-64","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,486655,,
"AUT","Austria","YP9906L1_ST","Population (hist5)  25-29","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,277472,,
"AUT","Austria","YP9906L1_ST","Population (hist5)  25-29","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,267676,,
"AUT","Austria","YP9906L1_ST","Population (hist5)  25-29","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,260039,,
"AUT","Austria","YP9905L1_ST","Population (hist5)  20-24","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,231691,,
"AUT","Austria","YP9905L1_ST","Population (hist5)  20-24","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,234195,,
"AUT","Austria","YP9905L1_ST","Population (hist5)  20-24","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,240499,,
"DNK","Denmark","YP9904L1_ST","Population (hist5)  15-19","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,142797,,
"DNK","Denmark","YP9904L1_ST","Population (hist5)  15-19","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,143279.5,,
"DNK","Denmark","YP9904L1_ST","Population (hist5)  15-19","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,145555,,
"AUT","Austria","YP9902L1_ST","Population (hist5)  05-09","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,231734,,
"AUT","Austria","YP9902L1_ST","Population (hist5)  05-09","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,228864,,
"AUT","Austria","YP9902L1_ST","Population (hist5)  05-09","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,225680,,
"AUT","Austria","YP9916L1_ST","Population (hist5)  75-79","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,288938,,
"AUT","Austria","YP9916L1_ST","Population (hist5)  75-79","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,289508,,
"AUT","Austria","YP9916L1_ST","Population (hist5)  75-79","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,286303,,
"DNK","Denmark","YP9907L1_ST","Population (hist5)  30-34","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,208693,,
"DNK","Denmark","YP9907L1_ST","Population (hist5)  30-34","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,202299.5,,
"DNK","Denmark","YP9907L1_ST","Population (hist5)  30-34","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,197729.5,,
"DNK","Denmark","YP9914L1_ST","Population (hist5)  65-69","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,219243,,
"DNK","Denmark","YP9914L1_ST","Population (hist5)  65-69","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,221902.5,,
"DNK","Denmark","YP9914L1_ST","Population (hist5)  65-69","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,226340.5,,
"AUT","Austria","YP9912L1_ST","Population (hist5)  55-59","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,237709,,
"AUT","Austria","YP9912L1_ST","Population (hist5)  55-59","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,222085,,
"AUT","Austria","YP9912L1_ST","Population (hist5)  55-59","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,220327,,
"DNK","Denmark","YP9911L1_ST","Population (hist5)  50-54","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,395897.5,,
"DNK","Denmark","YP9911L1_ST","Population (hist5)  50-54","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,383638,,
"DNK","Denmark","YP9911L1_ST","Population (hist5)  50-54","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,370932,,
"DNK","Denmark","YP9910L1_ST","Population (hist5)  45-49","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,185295.5,,
"DNK","Denmark","YP9910L1_ST","Population (hist5)  45-49","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,185849,,
"DNK","Denmark","YP9910L1_ST","Population (hist5)  45-49","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,186723,,
"AUT","Austria","YP9909L1_ST","Population (hist5)  40-44","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,306990,,
"AUT","Austria","YP9909L1_ST","Population (hist5)  40-44","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,318075,,
"AUT","Austria","YP9909L1_ST","Population (hist5)  40-44","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,329239,,
"DNK","Denmark","YP9913L1_ST","Population (hist5)  60-64","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,129511.5,,
"DNK","Denmark","YP9913L1_ST","Population (hist5)  60-64","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,133187.5,,
"DNK","Denmark","YP9913L1_ST","Population (hist5)  60-64","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,138214.5,,
"AUT","Austria","YP9909L1_ST","Population (hist5)  40-44","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,608814,,
"AUT","Austria","YP9909L1_ST","Population (hist5)  40-44","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,628713,,
"AUT","Austria","YP9909L1_ST","Population (hist5)  40-44","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,648888,,
"AUT","Austria","YP9901L1_ST","Population (hist5)  00-04","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,204666,,
"AUT","Austria","YP9901L1_ST","Population (hist5)  00-04","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,198710,,
"AUT","Austria","YP9901L1_ST","Population (hist5)  00-04","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,194211,,
"DNK","Denmark","YP9916L1_ST","Population (hist5)  75-79","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,68753,,
"DNK","Denmark","YP9916L1_ST","Population (hist5)  75-79","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,68166.5,,
"DNK","Denmark","YP9916L1_ST","Population (hist5)  75-79","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,67985,,
"DNK","Denmark","YP9917L1_ST","Population (hist5)  80-84","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,113183.5,,
"DNK","Denmark","YP9917L1_ST","Population (hist5)  80-84","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,116378,,
"DNK","Denmark","YP9917L1_ST","Population (hist5)  80-84","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,117896,,
"AUT","Austria","YP9912L1_ST","Population (hist5)  55-59","TT","All persons","A","Annual","2000","2000","PER","Persons","0","Units",,,486975,,
"AUT","Austria","YP9912L1_ST","Population (hist5)  55-59","TT","All persons","A","Annual","2001","2001","PER","Persons","0","Units",,,454830,,
"AUT","Austria","YP9912L1_ST","Population (hist5)  55-59","TT","All persons","A","Annual","2002","2002","PER","Persons","0","Units",,,450281,,
"DNK","Denmark","YP9906L1_ST","Population (hist5)  25-29","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,189873,,
"DNK","Denmark","YP9906L1_ST","Population (hist5)  25-29","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,188771,,
"DNK","Denmark","YP9906L1_ST","Population (hist5)  25-29","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,184246.5,,
"AUT","Austria","YP9905L1_ST","Population (hist5)  20-24","MA","Males","A","Annual","2000","2000","PER","Persons","0","Units",,,237795,,
"AUT","Austria","YP9905L1_ST","Population (hist5)  20-24","MA","Males","A","Annual","2001","2001","PER","Persons","0","Units",,,241266,,
"AUT","Austria","YP9905L1_ST","Population (hist5)  20-24","MA","Males","A","Annual","2002","2002","PER","Persons","0","Units",,,248114,,
"AUT","Austria","YP9920L1_ST","Population (hist5)  85+","FE","Females","A","Annual","2000","2000","PER","Persons","0","Units",,,108109,,
"AUT","Austria","YP9920L1_ST","Population (hist5)  85+","FE","Females","A","Annual","2001","2001","PER","Persons","0","Units",,,105350,,
"AUT","Austria","YP9920L1_ST","Population (hist5)  85+","FE","Females","A","Annual","2002","2002","PER","Persons","0","Units",,,100646,,
